"","SHIP_ID","SHIPNAME","ship_type","points","first_date","last_date","LAT","LON","DATETIME","dest_lat","dest_lon","distance_meters"
"289",306293,"CLIPPER HARALD","Tanker",21,"2016-12-20T02:33:05Z","2016-12-20T03:13:04Z",57.96892,11.72741,"2016-12-20T03:03:04Z",57.97871,11.74401,1465.61119394438
"290",306484,"KEGUMS","Cargo",606,"2016-12-13T11:31:04Z","2016-12-13T21:35:05Z",59.91596,30.02845,"2016-12-13T21:31:04Z",59.91918,30.01302,932.605617475138
"291",306746,"EK-STAR","Tanker",2854,"2016-12-17T07:35:05Z","2016-12-20T11:11:05Z",57.66336,11.77758,"2016-12-17T08:03:05Z",57.67365,11.79809,1674.25821976113
"292",307368,"RESCUE B. RASMUSSEN","Tug",554,"2016-12-13T11:31:05Z","2016-12-20T10:45:05Z",57.98885,11.73763,"2016-12-20T10:29:05Z",57.97419,11.69244,3126.80761065274
"293",307788,"STAR ISFJORD","Cargo",90,"2016-12-19T11:29:01Z","2016-12-20T06:39:07Z",54.75713,18.99659,"2016-12-19T11:43:02Z",54.69692,18.99504,6703.28712494404
"294",308314,"HOEGH TRIDENT","Cargo",437,"2016-12-14T10:09:05Z","2016-12-14T17:45:05Z",57.66784,11.78583,"2016-12-14T17:11:04Z",57.65933,11.76417,1600.24883818452
"295",309724,"XANTHIA","Tanker",595,"2016-12-19T13:19:06Z","2016-12-20T11:11:06Z",55.73485,20.96872,"2016-12-19T13:45:05Z",55.73166,21.00007,1996.7868227889
"296",310529,"POLAR","Fishing",9444,"2016-12-13T11:31:05Z","2016-12-20T11:11:05Z",57.71579,11.95836,"2016-12-15T15:57:08Z",57.71556,11.95796,34.9453944259238
"297",310855,"VASTFJORD II","Fishing",4725,"2016-12-13T11:31:05Z","2016-12-20T11:11:05Z",57.67399,11.66501,"2016-12-14T23:45:05Z",57.67385,11.66483,18.9127116994395
"298",312793,"DANUBIA","Cargo",450,"2016-12-17T09:55:05Z","2016-12-20T09:33:04Z",57.65377,11.72674,"2016-12-20T09:11:05Z",57.61215,11.66631,5868.12005064412
"299",312941,"EKEN","Tanker",4536,"2016-12-15T15:09:03Z","2016-12-18T18:59:04Z",59.91273,30.04425,"2016-12-15T15:17:05Z",59.90863,30.06415,1200.74272679931
"300",313641,"BESS","Tug",163,"2016-12-13T12:39:06Z","2016-12-19T14:19:05Z",57.92759,11.6645,"2016-12-17T16:49:08Z",57.91573,11.63872,2016.41517528837
"301",314533,"EKFORS","Tanker",444,"2016-12-20T02:29:03Z","2016-12-20T11:11:04Z",59.885,30.17967,"2016-12-20T03:15:04Z",59.8805,30.1895,743.24978467316
"302",315660,"MAJA","Tug",4750,"2016-12-13T11:21:01Z","2016-12-20T10:59:07Z",54.36606,18.64834,"2016-12-14T02:51:02Z",54.40533,18.66537,4508.75543333299
"303",315661,"TYTAN","Tug",777,"2016-12-13T15:03:02Z","2016-12-20T07:17:06Z",54.40533,18.66829,"2016-12-19T12:55:06Z",54.42708,18.65045,2682.83909025711
"304",315663,"OCEANIA","Tug",4663,"2016-12-13T11:21:01Z","2016-12-20T11:11:02Z",54.395,18.67381,"2016-12-17T23:51:02Z",54.39485,18.67397,19.6557394904274
"305",315672,"ARES","Tug",4982,"2016-12-13T11:21:01Z","2016-12-20T11:11:02Z",54.40098,18.7215,"2016-12-20T00:29:06Z",54.39855,18.70049,1388.1026518477
"306",315676,"AGIS","Tug",4660,"2016-12-13T11:21:01Z","2016-12-20T11:11:02Z",54.40693,18.66183,"2016-12-19T08:41:01Z",54.40404,18.67805,1099.08070612791
"307",315677,"ARGO","Tug",4719,"2016-12-13T11:21:01Z","2016-12-20T11:11:02Z",54.39029,18.6687,"2016-12-14T23:59:02Z",54.39014,18.66879,17.687589423893
"308",315679,"AJAKS","Tug",2946,"2016-12-13T11:21:01Z","2016-12-20T09:05:01Z",54.39446,18.67523,"2016-12-20T05:37:02Z",54.3878,18.66668,925.61570627011
"309",315687,"HALICZ","Tanker",953,"2016-12-13T11:21:01Z","2016-12-20T10:59:07Z",54.79863,18.53098,"2016-12-14T20:07:07Z",54.79967,18.46382,4311.17830106257
"310",315695,"RUBIN","Passenger",4777,"2016-12-13T11:21:01Z","2016-12-20T11:11:02Z",54.35761,18.70439,"2016-12-20T06:13:01Z",54.3575,18.70433,12.8488190114101
"311",315703,"PILOT-3","Tug",3009,"2016-12-15T02:29:07Z","2016-12-20T10:59:07Z",54.52387,18.54965,"2016-12-17T15:17:07Z",54.52378,18.54962,10.2045069146692
"312",315705,"PILOT-5","Tug",1016,"2016-12-13T12:39:08Z","2016-12-20T09:09:14Z",54.53472,18.5624,"2016-12-18T19:41:07Z",54.53499,18.60472,2733.54687882595
"313",315719,"TUCANA","Tug",3980,"2016-12-13T12:33:07Z","2016-12-20T10:59:07Z",54.52044,18.5503,"2016-12-14T02:29:07Z",54.40438,18.67282,15157.9476345047
"314",315726,"ODISSEY","Tug",142,"2016-12-16T03:17:03Z","2016-12-16T17:15:02Z",54.83105,19.80945,"2016-12-16T04:47:03Z",54.68392,19.80845,16378.562644349
"315",315728,"PORONIEC","Tanker",676,"2016-12-15T09:17:02Z","2016-12-20T11:11:02Z",54.79846,18.62115,"2016-12-16T02:43:07Z",54.73298,18.99408,25035.1373227369
"316",315731,"ODYS","Tug",4698,"2016-12-13T11:31:08Z","2016-12-20T10:59:07Z",54.52943,18.52593,"2016-12-17T20:49:07Z",54.52919,18.526,27.0966340349318
"317",315731,"BBAS","Tug",3,"2016-12-16T00:59:07Z","2016-12-16T01:03:07Z",54.52943,18.52593,"2016-12-17T20:49:07Z",54.52919,18.526,27.0966340349318
"318",315739,"IKAR","Tug",2811,"2016-12-13T11:31:08Z","2016-12-17T21:09:07Z",54.37982,18.66038,"2016-12-16T08:57:02Z",54.36386,18.66486,1800.25383034843
"319",315746,"WLA 108","Fishing",163,"2016-12-20T05:43:02Z","2016-12-20T10:59:07Z",54.75691,18.70708,"2016-12-20T05:59:07Z",54.74677,18.71972,1390.52913224514
"320",315753,"LEB-7","Fishing",1592,"2016-12-15T04:43:02Z","2016-12-20T10:59:07Z",54.74087,18.6593,"2016-12-19T12:55:06Z",54.75195,18.63059,2219.07138812521
"321",315755,"INZ. ST. LEGOWSKI","Tug",2163,"2016-12-13T11:31:08Z","2016-12-20T11:11:02Z",54.77827,18.53787,"2016-12-14T02:29:07Z",54.35652,18.67622,47790.4487550447
"322",315775,"AGAT","Passenger",2221,"2016-12-13T19:13:07Z","2016-12-20T10:03:06Z",54.5514,18.99818,"2016-12-17T09:41:02Z",54.6465,19.83599,55054.8696352996
"323",315804,"HEL-111","Fishing",2008,"2016-12-13T11:21:01Z","2016-12-19T23:53:02Z",54.79856,18.73015,"2016-12-18T06:13:08Z",54.79767,18.85563,8052.80362626917
"324",315805,"HEL 112","Fishing",677,"2016-12-14T22:07:02Z","2016-12-19T23:51:02Z",54.79729,18.80079,"2016-12-15T00:05:01Z",54.79933,18.65145,9585.96096300218
"325",315812,"SM PRC 112","Tug",3698,"2016-12-13T11:21:01Z","2016-12-18T22:13:02Z",54.4085,18.74618,"2016-12-13T11:21:01Z",54.419,18.76442,1662.03656788299
"326",315816,"SM PRC 105","Tug",3583,"2016-12-15T12:15:02Z","2016-12-20T11:11:02Z",54.38186,18.66007,"2016-12-15T16:11:02Z",54.3717,18.66387,1157.53206558243
"327",315820,"SM PRC 108","Tug",4993,"2016-12-13T11:21:01Z","2016-12-20T11:11:02Z",54.45215,18.81922,"2016-12-16T21:07:01Z",54.4463,18.80798,976.389604699783
"328",315824,"SMPRC110","Tug",547,"2016-12-13T11:21:01Z","2016-12-15T16:25:02Z",54.40457,18.66957,"2016-12-13T22:17:07Z",54.39933,18.67995,890.313540282626
"329",315864,"KOL-48","Tug",222,"2016-12-13T12:45:08Z","2016-12-14T20:15:08Z",54.79836,18.43598,"2016-12-13T12:49:08Z",54.79544,18.42675,675.647377078157
"330",315869,"TAURUS","Tug",8618,"2016-12-13T11:21:01Z","2016-12-20T11:11:02Z",54.4236,18.65058,"2016-12-20T05:23:06Z",54.40378,18.67478,2706.58431220157
"331",315877,"KAPER-2 SG-312","Fishing",932,"2016-12-13T11:31:08Z","2016-12-20T11:11:02Z",54.54259,18.65607,"2016-12-20T11:01:02Z",54.54381,18.6805,1583.40731380598
"332",315887,"WLA-307","Fishing",198,"2016-12-13T11:31:08Z","2016-12-18T06:43:07Z",54.79653,18.41913,"2016-12-14T19:15:07Z",54.79652,18.4319,819.498505366273
"333",315889,"WLA-209 BLANKA","Fishing",206,"2016-12-14T18:55:07Z","2016-12-17T21:43:06Z",54.79887,18.43543,"2016-12-16T16:03:07Z",54.79605,18.42918,509.32156002414
"334",315892,"WIATR","Tug",4780,"2016-12-13T11:21:01Z","2016-12-20T11:11:02Z",54.39991,18.84552,"2016-12-20T09:11:02Z",54.36809,18.78008,5526.65872811171
"335",315901,"HEL-150","Fishing",1544,"2016-12-13T11:21:01Z","2016-12-20T11:11:02Z",54.43809,18.99997,"2016-12-19T10:55:02Z",54.54118,18.98796,11502.1710222594
"336",315903,"HEL 23","Fishing",1631,"2016-12-15T10:45:02Z","2016-12-20T04:51:02Z",54.79855,18.87031,"2016-12-15T12:49:02Z",54.79923,18.95095,5175.21522969529
"337",315907,"WLA 253","Fishing",157,"2016-12-13T13:21:02Z","2016-12-20T03:37:06Z",54.69599,18.72768,"2016-12-13T14:43:07Z",54.70285,18.71236,1246.7461559424
"338",315909,"WLA-13O","Fishing",960,"2016-12-13T19:45:07Z","2016-12-18T12:43:07Z",54.79633,18.41696,"2016-12-14T19:51:08Z",54.79861,18.46391,3023.55490000159
"339",315912,"WLA 116","Fishing",719,"2016-12-14T13:57:08Z","2016-12-20T04:07:06Z",54.79826,18.43361,"2016-12-20T04:05:14Z",54.79989,18.4425,598.630132698879
"340",315924,"WLA-254","Fishing",462,"2016-12-15T04:11:07Z","2016-12-20T04:13:07Z",54.79649,18.42639,"2016-12-15T04:17:07Z",54.79999,18.44629,1335.11647743162
"341",315927,"JAS 102","Fishing",1879,"2016-12-15T04:05:02Z","2016-12-20T10:31:02Z",54.56517,18.99999,"2016-12-17T06:17:02Z",54.58678,18.99541,2423.69755889025
"342",315929,"JAS-74","Fishing",2317,"2016-12-13T12:21:02Z","2016-12-20T07:15:01Z",54.69625,18.67479,"2016-12-17T20:01:07Z",54.48427,18.93163,28831.9987875278
"343",315930,"JAS 78","Fishing",5316,"2016-12-15T03:45:02Z","2016-12-20T07:21:02Z",54.4543,18.99326,"2016-12-19T08:27:01Z",54.56546,18.99991,12381.7356847382
"344",315932,"NEPTUN W","Tug",1105,"2016-12-16T05:51:07Z","2016-12-20T10:59:07Z",54.79548,18.41867,"2016-12-16T05:51:07Z",54.79816,18.42727,627.364770426828
"345",315941,"WLA-295","Fishing",263,"2016-12-13T11:35:07Z","2016-12-14T20:49:07Z",54.79669,18.43465,"2016-12-14T20:47:07Z",54.79936,18.4416,535.956168671842
"346",315946,"WLA-305","Fishing",1373,"2016-12-15T03:11:08Z","2016-12-20T05:03:08Z",54.79918,18.44281,"2016-12-17T10:35:07Z",54.79984,18.71746,17624.1384567777
"347",315948,"WLA310","Fishing",736,"2016-12-14T18:39:07Z","2016-12-19T20:47:14Z",54.79611,18.42464,"2016-12-19T20:43:16Z",54.79883,18.43298,614.911231677091
"348",315950,".WLA-311","Fishing",4,"2016-12-14T19:29:07Z","2016-12-14T19:35:07Z",54.79657,18.43504,"2016-12-18T03:17:07Z",54.79646,18.41907,1024.92689288661
"349",315950,"WLA-311","Fishing",362,"2016-12-18T03:17:07Z","2016-12-19T20:51:06Z",54.79657,18.43504,"2016-12-18T03:17:07Z",54.79646,18.41907,1024.92689288661
"350",315951,"WLA-312","Fishing",1693,"2016-12-13T11:31:08Z","2016-12-20T10:59:07Z",54.79628,18.42995,"2016-12-14T19:55:06Z",54.79964,18.44099,801.127643560555
"351",315959,"GDA-20","Fishing",2316,"2016-12-13T18:51:02Z","2016-12-19T02:53:02Z",54.67441,18.99993,"2016-12-15T07:29:02Z",54.41359,18.99597,29035.4756168895
"352",315960,"GDA-18","Fishing",3144,"2016-12-13T14:27:02Z","2016-12-20T06:13:01Z",54.79884,18.76773,"2016-12-15T08:49:07Z",54.79977,18.83827,4527.68282568564
"353",315968,"JAS-64","Fishing",3783,"2016-12-15T03:55:06Z","2016-12-20T07:45:01Z",54.51767,18.99464,"2016-12-17T07:35:01Z",54.64897,18.9963,14616.6414427314
"354",315971,"WLA-291","Fishing",1261,"2016-12-13T11:21:01Z","2016-12-19T22:59:06Z",54.79381,18.75323,"2016-12-18T06:25:08Z",54.57128,18.99571,29277.1566331879
"355",315979,"JAS-80","Fishing",1806,"2016-12-15T06:53:02Z","2016-12-20T02:49:02Z",54.69943,18.99941,"2016-12-15T08:27:02Z",54.64479,18.99526,6088.36046098256
"356",315983,"WLA-184 HELOT","Fishing",4253,"2016-12-13T11:31:08Z","2016-12-20T10:43:06Z",54.52193,18.5509,"2016-12-20T09:03:06Z",54.52152,18.54946,103.629275596453
"357",315986,"JAS 77","Fishing",1452,"2016-12-14T23:09:02Z","2016-12-20T05:47:01Z",54.69597,18.67434,"2016-12-17T20:25:07Z",54.58949,18.81434,14894.0658620755
"358",315998,"JAS 31","Fishing",2186,"2016-12-13T11:21:01Z","2016-12-20T02:51:10Z",54.79669,18.92915,"2016-12-16T00:49:01Z",54.79908,18.98393,3525.36885070893
"359",316004,"HEL-152","Fishing",2542,"2016-12-13T11:21:01Z","2016-12-20T11:11:02Z",54.79922,18.70689,"2016-12-18T10:03:07Z",54.79939,18.81003,6618.44345112368
"360",316006,"WLA-22","Fishing",159,"2016-12-15T04:15:07Z","2016-12-20T08:23:07Z",54.79597,18.43716,"2016-12-18T04:13:07Z",54.79729,18.44796,708.479494331334
"361",316016,"WLA 51","Fishing",497,"2016-12-13T16:29:02Z","2016-12-20T03:47:06Z",54.78111,18.49622,"2016-12-13T18:51:07Z",54.7866,18.47771,1336.18117638643
"362",316038,"WLA-217","Fishing",243,"2016-12-13T11:21:01Z","2016-12-20T08:05:07Z",54.79586,18.89992,"2016-12-13T12:59:02Z",54.79933,18.45274,28698.9726331252
"363",316042,"WLA-6","Fishing",741,"2016-12-15T04:07:06Z","2016-12-20T04:27:07Z",54.79902,18.43411,"2016-12-17T04:25:07Z",54.79701,18.41978,946.405199863496
"364",316044,"WLA-197","Fishing",1139,"2016-12-14T00:05:08Z","2016-12-20T04:21:06Z",54.79743,18.42825,"2016-12-15T04:23:07Z",54.79802,18.77056,21966.7128071679
"365",316046,"JAS 39","Fishing",1862,"2016-12-16T04:29:01Z","2016-12-20T07:51:02Z",54.60051,18.80351,"2016-12-17T14:37:02Z",54.69555,18.67388,13477.5373546652
"366",316049,"JAS-12","Fishing",1869,"2016-12-14T13:05:02Z","2016-12-20T07:09:02Z",54.63068,18.99728,"2016-12-15T10:27:02Z",54.56837,18.99592,6936.87188328414
"367",316050,"JAS 51","Fishing",823,"2016-12-16T04:31:02Z","2016-12-20T07:53:02Z",54.42486,18.99862,"2016-12-19T07:53:02Z",54.50483,18.98656,8936.34928542838
"368",316051,"PILOT 20","Tug",6368,"2016-12-13T11:21:01Z","2016-12-18T10:17:07Z",54.45253,18.83314,"2016-12-16T12:55:01Z",54.43705,18.76387,4803.6361641426
"369",316052,"PILOT21","Tug",5029,"2016-12-13T14:45:02Z","2016-12-20T11:11:02Z",54.41735,18.65637,"2016-12-15T22:19:07Z",54.41284,18.77338,7596.25649913532
"370",316056,"HEL-103","Fishing",1895,"2016-12-13T13:31:02Z","2016-12-17T00:55:06Z",54.79896,18.58353,"2016-12-15T20:07:07Z",54.68947,18.77327,17239.5591961837
"371",316061,"HEL-102","Fishing",702,"2016-12-14T22:05:02Z","2016-12-19T23:49:06Z",54.79677,18.76717,"2016-12-14T23:57:08Z",54.79534,18.70248,4154.49363972726
"372",316076,"LE VOYAGEUR","Pleasure",4145,"2016-12-13T11:21:01Z","2016-12-20T11:11:02Z",54.36806,18.77865,"2016-12-19T22:43:02Z",54.36809,18.77848,11.5195544764889
"373",316079,"DZI-92 ATILIUS","Fishing",380,"2016-12-15T03:43:07Z","2016-12-20T04:11:13Z",54.79614,18.42568,"2016-12-20T04:09:07Z",54.79985,18.44069,1048.01811796166
"374",316083,"WLA-32","Fishing",1072,"2016-12-14T14:23:07Z","2016-12-20T04:09:07Z",54.79849,18.42962,"2016-12-16T03:45:06Z",54.79947,18.44576,1041.42979330978
"375",316086,"JAS 76","Fishing",2934,"2016-12-13T11:21:01Z","2016-12-20T08:21:01Z",54.79682,18.69658,"2016-12-15T08:05:08Z",54.79561,18.84209,9338.95190144927
"376",316093,"ZAG 31","Fishing",4053,"2016-12-13T11:21:01Z","2016-12-20T05:45:01Z",54.4668,18.99775,"2016-12-17T05:39:02Z",54.44646,18.9902,2316.35119292185
"377",316100,"KOL-148","Fishing",10,"2016-12-15T02:23:07Z","2016-12-18T00:33:07Z",54.79916,18.44166,"2016-12-15T02:33:07Z",54.79731,18.42032,1384.80699383757
"378",316106,"WLA 31","Fishing",597,"2016-12-13T16:17:02Z","2016-12-20T04:07:06Z",54.79627,18.42453,"2016-12-18T04:15:07Z",54.79564,18.62986,13177.1471352025
"379",316111,"WLA-207","Fishing",819,"2016-12-13T11:21:01Z","2016-12-19T03:49:07Z",54.76241,18.57099,"2016-12-13T15:23:06Z",54.76664,18.5554,1106.45813090726
"380",316117,"WLA-196","Fishing",1680,"2016-12-13T11:31:02Z","2016-12-20T04:21:06Z",54.79899,18.43903,"2016-12-17T04:15:07Z",54.79955,18.5135,4779.09495029892
"381",316133,"DZI 85","Fishing",764,"2016-12-13T11:31:08Z","2016-12-20T04:15:13Z",54.79667,18.42983,"2016-12-18T03:41:07Z",54.79833,18.477,3032.63412374827
"382",316135,"WLA 60","Fishing",869,"2016-12-13T11:21:01Z","2016-12-20T06:21:02Z",54.79879,18.78897,"2016-12-18T06:37:06Z",54.79922,18.76735,1388.17512404736
"383",316141,"HYDROGRAF 10","Tug",1014,"2016-12-14T10:09:07Z","2016-12-20T11:11:02Z",54.47264,18.63902,"2016-12-20T07:53:07Z",54.46761,18.64893,851.187735711934
"384",316150,"WLA 11","Fishing",74,"2016-12-15T04:15:07Z","2016-12-20T03:49:06Z",54.79811,18.42881,"2016-12-16T04:07:08Z",54.79979,18.44126,820.511567397145
"385",316153,"CHA-10","Pleasure",1538,"2016-12-15T12:09:08Z","2016-12-20T01:29:07Z",54.79719,18.42195,"2016-12-16T12:45:08Z",54.78913,18.59412,11086.0653329653
"386",316156,"SM-PRC-107","Cargo",4769,"2016-12-13T11:21:01Z","2016-12-20T11:11:02Z",54.35757,18.67409,"2016-12-14T20:05:02Z",54.35765,18.67402,9.99639218032857
"387",316171,"WLA-39","Fishing",141,"2016-12-14T20:09:07Z","2016-12-20T02:35:06Z",54.79922,18.49945,"2016-12-18T02:55:06Z",54.79983,18.44707,3361.85308315479
"388",316174,"CENTAUR II","Tug",1757,"2016-12-13T11:31:08Z","2016-12-20T02:47:01Z",54.5355,18.56733,"2016-12-16T01:43:07Z",54.53333,18.59983,2112.9995287522
"389",316178,"WLA182","Fishing",165,"2016-12-13T16:15:07Z","2016-12-19T21:05:07Z",54.79671,18.42289,"2016-12-16T22:41:06Z",54.79723,18.4341,721.704105775912
"390",316187,"WLA-58","Fishing",527,"2016-12-15T03:21:07Z","2016-12-20T03:09:15Z",54.7969,18.43235,"2016-12-18T03:47:06Z",54.79985,18.51362,5225.48410138961
"391",316201,"K1","Cargo",450,"2016-12-13T11:31:08Z","2016-12-14T02:29:07Z",54.54105,18.56006,"2016-12-14T02:27:07Z",54.54105,18.56006,0
"392",316202,"WLA 80","Fishing",8,"2016-12-20T04:25:07Z","2016-12-20T11:11:02Z",54.79767,18.43156,"2016-12-20T04:33:15Z",54.79661,18.72787,19015.3624662954
"393",316203,"KOL-110","Tug",274,"2016-12-13T11:21:01Z","2016-12-14T20:17:07Z",54.61851,18.8991,"2016-12-13T11:21:01Z",54.61981,18.88518,908.808679003611
"394",316212,"WLA-65","Fishing",1150,"2016-12-13T11:21:01Z","2016-12-20T04:15:13Z",54.67517,18.89062,"2016-12-13T13:45:02Z",54.68263,18.85677,2331.50441617429
"395",316232,"ANNA MARIA","Pleasure",8927,"2016-12-13T15:33:07Z","2016-12-20T11:11:02Z",54.69707,18.67603,"2016-12-17T09:01:08Z",54.69701,18.67608,7.41334354080126
"396",316236,"WLA-67","Fishing",2305,"2016-12-13T11:21:01Z","2016-12-20T11:11:02Z",54.43056,18.99781,"2016-12-15T08:09:02Z",54.53438,18.99882,11557.3741118336
"397",316237,"KPT.WISNIEWSKI","Fishing",5,"2016-12-17T06:13:08Z","2016-12-18T07:11:07Z",54.79715,18.42188,"2016-12-17T06:15:07Z",54.79809,18.42753,377.369343971791
"398",316242,"ANCILLA WLA-68","Fishing",52,"2016-12-13T14:13:07Z","2016-12-20T03:41:07Z",54.79672,18.4304,"2016-12-18T03:47:06Z",54.79977,18.4426,853.338425481478
"399",316243,"R-20","Tug",2802,"2016-12-13T11:39:07Z","2016-12-20T11:01:02Z",54.53327,18.57774,"2016-12-20T08:47:06Z",54.52128,18.58479,1410.28310376422
"400",316265,"KONTROLER 19","Tug",1753,"2016-12-14T11:25:07Z","2016-12-20T11:11:02Z",54.79565,18.44004,"2016-12-20T09:11:07Z",54.77155,18.56968,8743.87254212054
"401",316280,"JUNA","Pleasure",823,"2016-12-13T11:31:08Z","2016-12-20T10:59:07Z",54.51805,18.55237,"2016-12-19T11:41:06Z",54.51795,18.55228,12.5594057452533
"402",316291,"ZAG-27","Tug",3279,"2016-12-13T14:57:02Z","2016-12-20T05:47:01Z",54.39503,18.87674,"2016-12-13T15:33:01Z",54.39051,18.85907,1250.90527725405
"403",316312,"FILIPPO","Pleasure",742,"2016-12-19T08:29:02Z","2016-12-20T09:39:02Z",54.35782,18.77942,"2016-12-19T08:33:02Z",54.35801,18.77933,21.9416498431928
"404",316331,"KOL-143","Fishing",363,"2016-12-13T14:53:08Z","2016-12-17T23:59:06Z",54.7965,18.41905,"2016-12-14T11:23:07Z",54.79787,18.43168,824.723697163906
"405",316334,"HEL-4","Fishing",1047,"2016-12-13T11:21:01Z","2016-12-18T21:53:02Z",54.74201,18.99223,"2016-12-16T14:31:01Z",54.62632,18.99098,12878.8031021116
"406",316335,"KUZ-42","Fishing",1812,"2016-12-15T11:01:02Z","2016-12-20T02:51:10Z",54.60289,18.80058,"2016-12-17T11:47:02Z",54.63484,18.99275,12886.9110616228
"407",316404,"KM ,TAN BORCHARDT","Pleasure",12,"2016-12-18T18:45:02Z","2016-12-18T18:55:07Z",54.69582,18.67619,"2016-12-19T09:25:07Z",54.69592,18.67635,15.1615667452588
"408",316404,"KAPITAN BORCHARDT","Pleasure",9476,"2016-12-13T11:21:01Z","2016-12-20T11:11:02Z",54.69582,18.67619,"2016-12-19T09:25:07Z",54.69592,18.67635,15.1615667452588
"409",316405,"HEL-30","Fishing",618,"2016-12-15T04:19:02Z","2016-12-18T04:03:10Z",54.79971,18.80706,"2016-12-15T07:33:02Z",54.79663,18.42929,24244.2954726689
"410",316410,"WLA-84","Fishing",397,"2016-12-17T17:41:07Z","2016-12-20T05:05:06Z",54.79762,18.43322,"2016-12-18T09:17:07Z",54.7998,18.742,19815.9443435597
"411",316468,"ORKA HEL","Pleasure",717,"2016-12-17T05:53:07Z","2016-12-18T05:49:06Z",54.79654,18.42666,"2016-12-18T05:47:07Z",54.79654,18.42666,0
"412",316480,"FAIRPLAY VII","Tug",448,"2016-12-13T22:03:07Z","2016-12-20T06:13:07Z",54.53508,18.54856,"2016-12-16T02:43:07Z",54.53096,18.53252,1133.02071530841
"413",316482,"WXA A SZCZESCIA","Pleasure",3,"2016-12-16T04:55:07Z","2016-12-16T04:59:08Z",54.51793,18.54998,"2016-12-16T16:11:07Z",54.51776,18.55076,53.8357241407134
"414",316482,"WYSPA SZCZESCIA","Pleasure",4182,"2016-12-14T13:01:09Z","2016-12-20T10:59:07Z",54.51793,18.54998,"2016-12-16T16:11:07Z",54.51776,18.55076,53.8357241407134
"415",316513,"MAGNUS ZAREMBA","Pleasure",4029,"2016-12-13T11:21:01Z","2016-12-20T11:11:02Z",54.36012,18.66599,"2016-12-18T14:49:02Z",54.36006,18.66609,9.31050764768997
"416",316518,"ZAG-21","Fishing",1914,"2016-12-13T15:37:01Z","2016-12-20T05:51:01Z",54.48479,18.99528,"2016-12-16T05:53:01Z",54.40871,18.99656,8469.59210534475
"417",316546,"KONTROLER 20","Unspecified",969,"2016-12-13T13:55:02Z","2016-12-20T11:11:02Z",54.35363,18.65975,"2016-12-20T09:11:02Z",54.3927,18.67264,4428.84010421083
"418",316558,"ANKAWER IV","Pleasure",635,"2016-12-13T14:45:02Z","2016-12-14T19:25:02Z",54.36741,18.77855,"2016-12-13T15:25:01Z",54.36734,18.77858,8.03158026879084
"419",316599,"BALTICA","Fishing",2890,"2016-12-13T11:31:08Z","2016-12-20T10:59:07Z",54.42768,18.99997,"2016-12-15T08:59:02Z",54.70739,18.99247,31140.9365592895
"420",316649,"KAPITAN POINC","Tug",4727,"2016-12-13T11:31:08Z","2016-12-20T11:11:02Z",54.53566,18.56371,"2016-12-20T08:45:07Z",54.53081,18.57949,1153.40935259282
"421",316664,"DAR MLODZIEZY","Pleasure",4721,"2016-12-13T11:31:08Z","2016-12-20T10:59:07Z",54.51921,18.55857,"2016-12-13T17:35:06Z",54.51931,18.5586,11.2994538140799
"422",316722,"BIZON-O-158","Tug",75,"2016-12-18T12:53:03Z","2016-12-19T11:21:02Z",54.68669,20.18929,"2016-12-18T14:01:02Z",54.68539,20.22924,2574.81056376962
"423",316784,"WEZYR 1","Tug",4371,"2016-12-13T11:21:01Z","2016-12-20T11:11:02Z",54.35209,18.73997,"2016-12-14T02:51:02Z",54.35435,18.67847,3997.76785161355
"424",316798,"KRYSTYNA","Unspecified",265,"2016-12-16T15:25:02Z","2016-12-18T01:43:03Z",54.68453,20.16931,"2016-12-16T15:31:02Z",54.68571,20.22615,3660.03508124996
"425",316904,"ZODIAK","Tug",9493,"2016-12-13T11:21:01Z","2016-12-20T11:11:02Z",54.53156,18.69515,"2016-12-20T11:01:02Z",54.53039,18.72245,1768.23454333097
"426",316923,"ROMANKA","Tanker",4508,"2016-12-13T14:07:08Z","2016-12-20T11:11:02Z",54.38083,18.64951,"2016-12-14T02:51:02Z",54.53517,18.59146,17586.9005915192
"427",316934,"FRANEK ZUBRZYCKI","Fishing",1000,"2016-12-14T10:09:07Z","2016-12-15T17:21:07Z",54.63113,18.87422,"2016-12-15T15:19:01Z",54.6411,18.87042,1136.53814122652
"428",316950,"ZEUS","Tug",865,"2016-12-19T06:21:03Z","2016-12-20T02:55:07Z",54.45427,18.68326,"2016-12-19T08:57:06Z",54.44609,18.67191,1169.96382710056
"429",316954,"HORYZONT II","Tug",4719,"2016-12-13T11:31:08Z","2016-12-20T10:59:07Z",54.52839,18.52999,"2016-12-15T08:07:08Z",54.52862,18.53052,42.7518790075082
"430",316969,"ORP BALTYK","Tug",4722,"2016-12-13T12:43:02Z","2016-12-20T10:59:07Z",54.74684,18.985,"2016-12-13T12:49:02Z",54.72737,18.96446,2537.7451516584
"431",316974,"ORP CZERNICKI","Tug",842,"2016-12-13T11:21:01Z","2016-12-14T11:55:08Z",54.42844,18.87161,"2016-12-13T11:21:01Z",54.41934,18.8949,1816.94973737463
"432",316982,"ORP ZBYSZKO","Tug",1815,"2016-12-14T10:09:07Z","2016-12-16T14:25:07Z",54.58204,18.79522,"2016-12-15T06:07:08Z",54.56668,18.78334,1873.83888778865
